201250855,1,0
201250855,2,0
201250855,3,0
201250855,4,0
201250855,5,0
201250855,6,0
201250855,7,0
201250855,8,0
201250855,9,0
201250855,11,0
201250855,10a,0
201250855,10b,0
201250855,12a,0
201250855,12b,0
201250877,1,0
201250877,2,0
201250877,3,0
201250877,4,0
201250877,5,0
201250877,6,0
201250877,7,0
201250877,8,0
201250877,9,0
201250877,11,0
201250877,10a,0
201250877,10b,0
201250877,12a,0
201250877,12b,0
201250913,1,0
201250913,2,0
201250913,3,0
201250913,4,0
201250913,5,0
201250913,6,0
201250913,7,0
201250913,8,0
201250913,9,0
201250913,11,0
201250913,10a,0
201250913,10b,0
201250913,12a,0
201250913,12b,0
201350813,1,0
201350813,2,0
201350813,3,0
201350813,4,0
201350813,5,0
201350813,6,0
201350813,7,0
201350813,8,0
201350813,9,0
201350813,11,0
201350813,10a,0
201350813,10b,0
201350813,12a,0
201350813,12b,0
201350839,1,0
201350839,2,0
201350839,3,0
201350839,4,0
201350839,5,0
201350839,6,0
201350839,7,0
201350839,8,0
201350839,9,0
201350839,11,0
201350839,10a,0
201350839,10b,0
201350839,12a,0
201350839,12b,0
201350852,1,0
201350852,2,0
201350852,3,0
201350852,4,0
201350852,5,0
201350852,6,0
201350852,7,0
201350852,8,0
201350852,9,0
201350852,11,0
201350852,10a,0
201350852,10b,0
201350852,12a,0
201350852,12b,0
201350860,1,0
201350860,2,0
201350860,3,0
201350860,4,0
201350860,5,0
201350860,6,0
201350860,7,0
201350860,8,0
201350860,9,0
201350860,11,0
201350860,10a,0
201350860,10b,0
201350860,12a,0
201350860,12b,0
201350878,1,0
201350878,2,0
201350878,3,0
201350878,4,0
201350878,5,0
201350878,6,0
201350878,7,0
201350878,8,0
201350878,9,0
201350878,11,0
201350878,10a,0
201350878,10b,0
201350878,12a,0
201350878,12b,0
201350880,1,0
201350880,2,0
201350880,3,0
201350880,4,0
201350880,5,0
201350880,6,0
201350880,7,0
201350880,8,0
201350880,9,0
201350880,11,0
201350880,10a,0
201350880,10b,0
201350880,12a,0
201350880,12b,0
201350882,1,0
201350882,2,0
201350882,3,0
201350882,4,0
201350882,5,0
201350882,6,0
201350882,7,0
201350882,8,0
201350882,9,0
201350882,11,0
201350882,10a,0
201350882,10b,0
201350882,12a,0
201350882,12b,0
201366685,1,0
201366685,2,0
201366685,3,0
201366685,4,0
201366685,5,0
201366685,6,0
201366685,7,0
201366685,8,0
201366685,9,0
201366685,11,0
201366685,10a,0
201366685,10b,0
201366685,12a,0
201366685,12b,0
201441512,1,0
201441512,2,0
201441512,3,0
201441512,4,0
201441512,5,0
201441512,6,0
201441512,7,0
201441512,8,0
201441512,9,0
201441512,11,0
201441512,10a,0
201441512,10b,0
201441512,12a,0
201441512,12b,0
201441516,1,0
201441516,2,0
201441516,3,0
201441516,4,0
201441516,5,0
201441516,6,0
201441516,7,0
201441516,8,0
201441516,9,0
201441516,11,0
201441516,10a,0
201441516,10b,0
201441516,12a,0
201441516,12b,0
201441535,1,0
201441535,2,0
201441535,3,0
201441535,4,0
201441535,5,0
201441535,6,0
201441535,7,0
201441535,8,0
201441535,9,0
201441535,11,0
201441535,10a,0
201441535,10b,0
201441535,12a,0
201441535,12b,0
201441569,1,0
201441569,2,0
201441569,3,0
201441569,4,0
201441569,5,0
201441569,6,0
201441569,7,0
201441569,8,0
201441569,9,0
201441569,11,0
201441569,10a,0
201441569,10b,0
201441569,12a,0
201441569,12b,0
201441585,1,0
201441585,2,0
201441585,3,0
201441585,4,0
201441585,5,0
201441585,6,0
201441585,7,0
201441585,8,0
201441585,9,0
201441585,11,0
201441585,10a,0
201441585,10b,0
201441585,12a,0
201441585,12b,0
201441594,1,0
201441594,2,0
201441594,3,0
201441594,4,0
201441594,5,0
201441594,6,0
201441594,7,0
201441594,8,0
201441594,9,0
201441594,11,0
201441594,10a,0
201441594,10b,0
201441594,12a,0
201441594,12b,0
201441609,1,0
201441609,2,0
201441609,3,0
201441609,4,0
201441609,5,0
201441609,6,0
201441609,7,0
201441609,8,0
201441609,9,0
201441609,11,0
201441609,10a,0
201441609,10b,0
201441609,12a,0
201441609,12b,0
201441612,1,0
201441612,2,0
201441612,3,0
201441612,4,0
201441612,5,0
201441612,6,0
201441612,7,0
201441612,8,0
201441612,9,0
201441612,11,0
201441612,10a,0
201441612,10b,0
201441612,12a,0
201441612,12b,0
201441629,1,0
201441629,2,0
201441629,3,0
201441629,4,0
201441629,5,0
201441629,6,0
201441629,7,0
201441629,8,0
201441629,9,0
201441629,11,0
201441629,10a,0
201441629,10b,0
201441629,12a,0
201441629,12b,0
201441641,1,0
201441641,2,0
201441641,3,0
201441641,4,0
201441641,5,0
201441641,6,0
201441641,7,0
201441641,8,0
201441641,9,0
201441641,11,0
201441641,10a,0
201441641,10b,0
201441641,12a,0
201441641,12b,0
201441644,1,0
201441644,2,0
201441644,3,0
201441644,4,0
201441644,5,0
201441644,6,0
201441644,7,0
201441644,8,0
201441644,9,0
201441644,11,0
201441644,10a,0
201441644,10b,0
201441644,12a,0
201441644,12b,0
201450830,1,0
201450830,2,0
201450830,3,0
201450830,4,0
201450830,5,0
201450830,6,0
201450830,7,0
201450830,8,0
201450830,9,0
201450830,11,0
201450830,10a,0
201450830,10b,0
201450830,12a,0
201450830,12b,0
201505504,1,0
201505504,2,0
201505504,3,0
201505504,4,0
201505504,5,0
201505504,6,0
201505504,7,0
201505504,8,0
201505504,9,0
201505504,11,0
201505504,10a,0
201505504,10b,0
201505504,12a,0
201505504,12b,0
